Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
20701984,El Deafo,Cece Bell,"Bell, Cece",David Lasky,"=""1419710206""","=""9781419710209""",0,4.17,Harry N. Abrams,Hardcover,233,2014,2014,,2017/08/23,read-in-2016,read-in-2016 (#2),read,,,,1,,,0,,,,,
176327,The Fairy-Tale Detectives (The Sisters Grimm #1),Michael Buckley,"Buckley, Michael",Peter Ferguson,"=""0810959259""","=""9780810959255""",0,4.02,Amulet Books,Hardcover,284,2005,2005,2018/05/19,2017/08/16,"to-reread, read-in-2018","to-reread (#3), read-in-2018 (#39)",read,,,,2,,,0,,,,,
66559,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0307341542""","=""9780307341549""",3,3.99,Shaye Areheart Books,Hardcover,254,2006,2006,2019/01/26,2017/09/12,read-in-2019,read-in-2019 (#16),read,"Hmm maybe I just don't get it, but some narration/description in this book just disturbed me and I just found them unnecessary. And these aren't even the actual disturbing parts. Like, describing how these 13yo girls have reallllly big boobs. Why. And (*minor spoiler alert?*) the mc fucking a 18yo? Really?!? This ain't it, chief.",,,1,,,0,,,,,
34810320,Sadie,Courtney Summers,"Summers, Courtney",,"=""1250105714""","=""9781250105714""",5,4.08,Wednesday Books,Hardcover,308,2018,2018,2019/01/17,2018/12/26,"faves, read-in-2019","faves (#2), read-in-2019 (#15)",read,SO F*CKING GOOD. But that ending... why you gotta do this to me Courtney,,,1,,,0,,,,,
28243032,We Are Okay,Nina LaCour,"LaCour, Nina",,"=""0525425896""","=""9780525425892""",3,3.94,Dutton Books for Young Readers,Hardcover,236,2017,2017,2019/01/07,2017/06/14,read-in-2019,read-in-2019 (#11),read,*3.5/5,,,1,,,0,,,,,
32682118,One of Us Is Lying,Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",3,4.04,Delacorte Press,Hardcover,361,2017,2017,2019/01/12,2017/09/25,read-in-2019,read-in-2019 (#13),read,pretty entertaining but a meh ending. ,,,1,,,0,,,,,
32969084,So Much I Want to Tell You: Letters to My Little Sister,Anna Akana,"Akana, Anna",,"=""0399594930""","=""9780399594939""",4,3.86,Ballantine Books,Paperback,208,2017,2017,2019/07/01,2017/07/10,read-in-2019,read-in-2019 (#9),read,"As a young Asian-American woman and someone who wants to grow her YouTube presence, there were definitely things in this book that I needed to hear. Akana talks about creativity, mental health, money, relationships... she talks about being part of the movie industry and being a female leader surrounded by men who don’t want to listen to you; about damaging relationships, and being taken advantage of. This book reminded me of the reality of going after your dreams — in many ways it was a reality check, but also a reminder of the value of working hard and taking careful but assured strides. ",,,1,,,0,,,,,
39863515,An Anonymous Girl,Greer Hendricks,"Hendricks, Greer",Sarah Pekkanen,"=""1250133734""","=""9781250133731""",3,3.82,St. Martin's Press,Hardcover,375,2019,2019,2019/03/03,2019/01/11,read-in-2019,read-in-2019 (#4),read,,,,1,,,0,,,,,
23492661,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1476776881""","=""9781476776880""",3,3.77,Washington Square Press,Paperback,342,2015,2015,2019/02/05,2018/08/21,read-in-2019,read-in-2019 (#2),read,"I liked the idea behind the ""parallel storylines running concurrently"" concept, but story fell kind of short for me. The book was very easy to get through and decently enjoyable, but I found Hannah to be annoying and pretty immature and the plot to be kinda boring.<br/><br/>I feel like the main characters where kind of two-dimensional -- Hannah's impulsive and makes bad decisions, Gabby's ""super PC"" and is a good friend I guess, Ethan's nice but also lowkey a fuckboy, that guy who's name I forgot is a douche, and Henry is hot and not allowed to date Hannah.<br/><br/>And the cinnamon roll thing? Once or twice would probably have been okay, but I feel like it made an appearance in pretty much every chapter, which I just found unnecessary and repetitive considering it wasn't exactly important to the story.<br/><br/>TLDR: I liked the concept but would have liked a deeper, more complex story, but it was aight so I guess it gets 3 stars from me.",,,1,,,0,,,,,
6395833,Guts,Chuck Palahniuk,"Palahniuk, Chuck",,"=""""","=""""",0,3.86,,,16,,2004,2019/02/04,2019/02/04,read-in-2019,read-in-2019 (#1),read,,,,1,,,0,,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",3,4.22,HarperCollins Publishers,Paperback,206,2005,1950,2018/12/25,2017/08/16,read-in-2018,read-in-2018 (#36),read,,,,1,,,0,,,,,
36913851,"The Legend of Korra: Turf Wars, Part Three (The Legend of Korra: Turf Wars, #3)",Michael Dante DiMartino,"DiMartino, Michael Dante",Irene Koh,"=""150670185X""","=""9781506701851""",5,4.39,Dark Horse Books,Paperback,76,2018,2018,2018/12/23,2018/10/07,read-in-2018,read-in-2018 (#35),read,,,,1,,,0,,,,,
33161035,"The Legend of Korra: Turf Wars, Part One (The Legend of Korra: Turf Wars #1)",Michael Dante DiMartino,"DiMartino, Michael Dante",Irene Koh,"=""1506700152""","=""9781506700151""",4,4.33,Dark Horse,Paperback,76,2017,2017,2018/12/23,2017/09/04,read-in-2018,read-in-2018 (#34),read,,,,1,,,0,,,,,
32470949,"The Legend of Korra: Turf Wars, Part Two (The Legend of Korra: Turf Wars #2)",Michael Dante DiMartino,"DiMartino, Michael Dante",Irene Koh,"=""1506700403""","=""9781506700403""",4,4.32,Dark Horse Comics,Paperback,76,2018,2018,2018/12/23,2018/10/07,read-in-2018,read-in-2018 (#33),read,,,,1,,,0,,,,,
8621462,A Monster Calls,Patrick Ness,"Ness, Patrick","Jim Kay, Siobhan Dowd","=""1406311529""","=""9781406311525""",4,4.31,Walker Books,Hardcover,226,2011,2011,2018/12/18,2017/08/19,read-in-2018,read-in-2018 (#32),read,,,,1,,,0,,,,,
31617927,"Avatar: The Last Airbender: North and South, Part 3 (North and South, #3)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1506701302""","=""9781506701301""",0,4.32,Dark Horse Books,Paperback,80,2017,2017,2018/12/08,2018/12/08,read-in-2018,read-in-2018 (#31),read,,,,1,,,0,,,,,
28245707,Queens of Geek,Jen  Wilde,"Wilde, Jen",,"=""1250111390""","=""9781250111395""",4,3.81,Swoon Reads,Paperback,262,2017,2017,2018/11/25,2017/06/14,read-in-2018,read-in-2018 (#29),read,,,,1,,,0,,,,,
37830514,Running With Lions,Julian Winters,"Winters, Julian",,"=""1945053623""","=""9781945053627""",3,3.73,Duet Books,Paperback,299,2018,2018,2018/12/04,2018/07/06,read-in-2018,read-in-2018 (#28),read,*3.5/5,,,1,,,0,,,,,
36502081,"A Study in Honor (The Janet Watson Chronicles, #1)",Claire  O'Dell,"O'Dell, Claire",,"=""006269930X""","=""9780062699305""",3,3.63,Harper Voyager,Paperback,296,2018,2018,2018/11/24,2018/11/04,read-in-2018,read-in-2018 (#27),read,,,,1,,,0,,,,,
20898019,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,"Wilson, G. Willow",Adrian Alphona,"=""078519021X""","=""9780785190219""",3,4.12,Marvel,Paperback,120,2014,2014,2018/11/15,2017/09/25,read-in-2018,read-in-2018 (#25),read,,,,1,,,0,,,,,
33918885,"Mask of Shadows (Mask of Shadows, #1)",Linsey Miller,"Miller, Linsey",,"=""1492647497""","=""9781492647492""",3,3.66,Sourcebooks Fire,Hardcover,352,2017,2017,2018/11/10,2018/10/03,read-in-2018,read-in-2018 (#24),read,,,,1,,,0,,,,,
23513349,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",1,4.04,Createspace,Paperback,204,2014,2014,2018/09/24,2018/09/21,"kill-it-with-fire, read-in-2018","kill-it-with-fire (#6), read-in-2018 (#22)",read,,,,1,,,0,,,,,
8933944,"Harry Potter: The Prequel (Harry Potter, #0.5)",J.K. Rowling,"Rowling, J.K.",,"=""1156923441""","=""9781156923443""",5,4.17,Books LLC,ebook,4,2008,2008,2018/08/16,2018/08/16,read-in-2018,read-in-2018 (#21),read,,,,1,,,0,,,,,
25526296,Every Heart a Doorway (Wayward Children #1),Seanan McGuire,"McGuire, Seanan",Cynthia Hopkins,"=""0765385503""","=""9780765385505""",4,3.81,Tor.com,Hardcover,173,2016,2016,2018/08/14,2017/09/12,read-in-2018,read-in-2018 (#20),read,*4.5/5,,,1,,,0,,,,,
32600912,How to Write Good,Ryan Higa,"Higa, Ryan",,"=""0316464074""","=""9780316464079""",4,4.11,"Little, Brown Books for Young Readers",Hardcover,224,2017,2017,2018/08/11,2017/07/10,read-in-2018,read-in-2018 (#19),read,,,,1,,,0,,,,,
25489013,American Housewife,Helen Ellis,"Ellis, Helen",,"=""0385541031""","=""9780385541039""",2,3.37,Doubleday,Hardcover,185,2016,2016,2018/08/12,2017/10/04,read-in-2018,read-in-2018 (#18),read,,,,1,,,0,,,,,
11350430,"The Mystery Knight (The Tales of Dunk and Egg, #3)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.22,,ebook,104,2010,2010,2018/08/01,2018/07/12,read-in-2018,read-in-2018 (#16),read,,,,1,,,0,,,,,
11970747,"The Hedge Knight (The Tales of Dunk and Egg, #1)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.26,,ebook,85,2005,1998,2018/07/16,2018/07/12,read-in-2018,read-in-2018 (#14),read,,,,1,,,0,,,,,
11985631,"The Sworn Sword (The Tales of Dunk and Egg, #2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.10,,ebook,81,2011,2003,2018/07/29,2018/07/12,read-in-2018,read-in-2018 (#13),read,,,,1,,,0,,,,,
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""0345533488""","=""9780345533487""",4,4.18,Bantam,Hardcover,355,2015,2013,2018/08/01,2018/07/12,read-in-2018,read-in-2018 (#12),read,,,,1,,,0,,,,,
6137154,"Fire (Graceling Realm, #2)",Kristin Cashore,"Cashore, Kristin",,"=""0803734611""","=""9780803734616""",4,4.08,Dial Books,Hardcover,480,2009,2009,2018/06/24,2017/09/01,read-in-2018,read-in-2018 (#10),read,,,,1,,,0,,,,,
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""""","=""9780152063962""",4,4.06,Harcourt,Hardcover,471,2008,2008,2018/06/02,2017/08/19,read-in-2018,read-in-2018 (#8),read,,,,1,,,0,,,,,
33958230,"Forest of a Thousand Lanterns (Rise of the Empress, #1)",Julie C. Dao,"Dao, Julie C.",,"=""1524738298""","=""9781524738297""",4,3.72,Philomel Books,Hardcover,384,2017,2017,2018/03/26,2017/09/01,read-in-2018,read-in-2018 (#6),read,,,,1,,,0,,,,,
30312819,At the Edge of the Universe,Shaun David Hutchinson,"Hutchinson, Shaun David",,"=""1481449664""","=""9781481449663""",5,4.16,Simon  Schuster Books for Young Readers,Hardcover,485,2017,2017,2018/02/25,2017/12/22,read-in-2018,read-in-2018 (#5),read,,,,1,,,0,,,,,
29396738,"Monstress, Vol. 1: Awakening",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""""","=""""",4,3.96,Image Comics,Paperback,202,2016,2016,2018/02/11,2018/02/11,read-in-2018,read-in-2018 (#4),read,,,,1,,,0,,,,,
34684613,"Secrets for the Mad: Obsessions, Confessions, and Life Lessons",Dodie Clark,"Clark, Dodie",,"=""150118010X""","=""9781501180101""",4,4.29,Atria/Keywords Press,Paperback,256,2017,2017,2018/01/19,2017/09/30,read-in-2018,read-in-2018 (#3),read,,,,1,,,0,,,,,
33385229,They Both Die at the End,Adam Silvera,"Silvera, Adam",,"=""0062457799""","=""9780062457790""",4,4.03,Quill Tree Books,Hardcover,389,2017,2017,2018/01/08,2017/09/06,read-in-2018,read-in-2018 (#2),read,,,,1,,,0,,,,,
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",1,4.18,Bloomsbury USA Childrens,Hardcover,419,2015,2015,2017/03/26,2017/03/26,"kill-it-with-fire, read-in-2017","kill-it-with-fire (#4), read-in-2017 (#47)",read,,,,1,,,0,,,,,
18631568,"Avatar: The Last Airbender - The Search (Avatar: The Last Airbender, #2)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616552263""","=""9781616552268""",0,4.57,Dark Horse Comics,Hardcover,240,2014,2014,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#45),read,,,,2,,,0,,,,,
20176447,"Avatar: The Last Airbender - The Rift, Part 2 (The Rift, #2)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1616552964""","=""9781616552961""",0,4.33,Dark Horse Books,Paperback,76,2014,2014,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#44),read,,,,2,,,0,,,,,
13096848,"Avatar: The Last Airbender - The Promise, Part 2 (The Promise, #2)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1595828753""","=""9781595828750""",0,4.42,Dark Horse Books,Paperback,76,2012,2012,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#43),read,,,,2,,,0,,,,,
18687079,"Avatar: The Last Airbender - The Rift, Part 1 (The Rift, #1)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1616552956""","=""9781616552954""",0,4.32,Dark Horse Comics,Paperback,76,2014,2014,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#42),read,,,,2,,,0,,,,,
23965437,"Avatar: The Last Airbender - Smoke and Shadow, Part 2 (Smoke and Shadow, #2)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616557907""","=""9781616557904""",4,4.44,Dark Horse,Paperback,76,2015,2015,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#39),read,,,,2,,,0,,,,,
21532198,"Avatar: The Last Airbender: The Rift, Part 3 (The Rift, #3)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616552972""","=""9781616552978""",0,4.33,Dark Horse Books,Paperback,76,2014,2014,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#38),read,,,,2,,,0,,,,,
22318585,"Avatar: The Last Airbender - The Rift (Avatar: The Last Airbender, #3)",Gene Luen Yang,"Yang, Gene Luen","Gurihiru, Michael Dante DiMartino, Bryan Konietzko","=""1616555505""","=""9781616555504""",4,4.29,Dark Horse Books,Hardcover,240,2015,2015,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#37),read,,,,2,,,0,,,,,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""0751565350""","=""9780751565355""",1,3.56,"Little, Brown",Hardcover,343,2016,2016,2017/03/26,2017/03/26,"kill-it-with-fire, read-in-2017","kill-it-with-fire (#2), read-in-2017 (#36)",read,,,,1,,,0,,,,,
11408650,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"Hodkin, Michelle",,"=""""","=""""",1,4.02,Simon & Schuster Books for Young Readers,Kindle Edition,456,2011,2011,2017/03/26,2017/03/26,"kill-it-with-fire, read-in-2017","kill-it-with-fire (#3), read-in-2017 (#34)",read,,,,1,,,0,,,,,
13611440,"Avatar: The Last Airbender - The Promise, Part 3 (The Promise, #3)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1595829415""","=""9781595829412""",0,4.40,Dark Horse Comics ,Paperback,76,2012,2012,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#33),read,,,,2,,,0,,,,,
16069030,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,"Rutkoski, Marie",,"=""0374384681""","=""9780374384685""",3,3.94,Farrar Straus Giroux ,ebook,355,2014,2014,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#31),read,,,,2,,,0,,,,,
12413836,"Avatar: The Last Airbender - The Promise, Part 1 (The Promise, #1)",Gene Luen Yang,"Yang, Gene Luen","Bryan Konietzko, Michael Dante DiMartino, Gurihiru","=""1595828117""","=""9781595828118""",0,4.28,Dark Horse Comics ,Paperback,76,2012,2012,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#30),read,,,,2,,,0,,,,,
17927463,"Avatar: The Last Airbender - The Search, Part 3 (The Search, #3)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1616551844""","=""9781616551841""",0,4.48,Dark Horse Comics,Paperback,76,2013,2013,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#28),read,,,,2,,,0,,,,,
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",2,4.52,Bloomsbury Children's Books,Hardcover,689,2016,2016,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#26),read,,,,2,,,0,,,,,
25233432,"Avatar: The Last Airbender - Smoke and Shadow, Part 1 (Smoke and Shadow, #1)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616557613""","=""9781616557614""",4,4.40,Dark Horse Books,Paperback,76,2015,2015,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#25),read,,,,2,,,0,,,,,
25938014,"Avatar: The Last Airbender - Smoke and Shadow, Part 3 (Smoke and Shadow, #3)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616558385""","=""9781616558383""",4,4.42,Dark Horse Books,Paperback,76,2016,2016,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#24),read,,,,2,,,0,,,,,
28799251,The Art of Being Normal,Lisa  Williamson,"Williamson, Lisa",,"=""""","=""""",3,4.01,"Farrar, Straus and Giroux (BYR)",Kindle Edition,353,2016,2015,2017/04/23,2017/03/26,read-in-2017,read-in-2017 (#22),read,,,,1,,,0,,,,,
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Lê Chu Cầu,"=""""","=""""",0,4.04,Bantam Books,Mass Market Paperback,152,1981,1922,,2017/04/24,"for-school, read-in-2017","for-school (#29), read-in-2017 (#21)",read,,,,1,,,0,,,,,
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",2,4.01,St. Martin's Griffin,Kindle Edition,483,2013,2013,2017/05/30,2017/03/26,read-in-2017,read-in-2017 (#19),read,"I really wanted to like this book. I feel like with the way it started, there was a lot of potential for Cath to grow as a character, but none of that happened. There wasn't really even a plot. Nothing of significance happened. And there wasn't really an ending either. I found it unclear whether Cath actually finished Carry On, which I feel like was her one true goal this entire book. Also, the little excerpts of Simon Snow are really confusing, since we don't know the actually plot of the story. (And it's clearly a Harry Potter rip-off, I died inside when the actors were described to have hair that was ""longer than usual"" in the fourth movie.) So, all in all, the book just felt very incomplete and half-baked, and I'm honestly very annoyed with the fact that the book started out decent but turned out to be a huge disappointment. ",true,,1,,,0,,,,,
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",3,4.18,HarperCollins,Paperback,274,2007,1934,2017/07/09,2017/06/02,read-in-2017,read-in-2017 (#18),read,,,,1,,,0,,,,,
27112412,This Book Is Gay,James Dawson,"Dawson, James","Juno Dawson, David Levithan","=""""","=""""",0,3.86,Sourcebooks Fire,Paperback,264,2015,2014,2017/07/22,2017/06/03,read-in-2017,read-in-2017 (#16),read,,,,1,,,0,,,,,
26156987,If I Was Your Girl,Meredith Russo,"Russo, Meredith",,"=""1250078407""","=""9781250078407""",4,4.00,Flatiron Books,Hardcover,280,2016,2016,2017/08/26,2017/06/02,read-in-2017,read-in-2017 (#15),read,,,,1,,,0,,,,,
18607160,Lies My Girlfriend Told Me,Julie Anne Peters,"Peters, Julie Anne",,"=""0316234974""","=""9780316234979""",3,3.71,"Little, Brown Books for Young Readers",Hardcover,256,2014,2014,2017/09/01,2017/06/02,read-in-2017,read-in-2017 (#14),read,,,,1,,,0,,,,,
29749085,Wonder Woman: Warbringer,Leigh Bardugo,"Bardugo, Leigh",,"=""0399549730""","=""9780399549731""",4,4.03,Random House Children's Books,Hardcover,369,2017,2017,2017/09/13,2017/08/20,read-in-2017,read-in-2017 (#12),read,,,,1,,,0,,,,,
30653853,"The Upside of Unrequited (Simonverse, #2)",Becky Albertalli,"Albertalli, Becky",,"=""0062348701""","=""9780062348708""",4,3.92,Balzer + Bray,Hardcover,336,2017,2017,2017/09/28,2017/08/19,read-in-2017,read-in-2017 (#10),read,,,,1,,,0,,,,,
25164304,"Of Fire and Stars (Of Fire and Stars, #1)",Audrey Coulthurst,"Coulthurst, Audrey",,"=""0062433253""","=""9780062433251""",3,3.76,Balzer + Bray,Hardcover,389,2016,2016,2017/10/04,2017/08/19,read-in-2017,read-in-2017 (#9),read,,,,1,,,0,,,,,
902,The Westing Game,Ellen Raskin,"Raskin, Ellen",,"=""014240120X""","=""9780142401200""",4,4.00,Puffin,Paperback,182,2004,1978,2017/12/03,2017/09/16,read-in-2017,read-in-2017 (#2),read,,,,1,,,0,,,,,
65091,The Frog Princess,E.D. Baker,"Baker, E.D.",,"=""1582349231""","=""9781582349237""",0,3.84,Bloomsbury Children's Books,Paperback,215,2004,2002,,2017/04/23,to-reread,to-reread (#11),read,,,,1,,,0,,,,,
226425,Small Steps: The Year I Got Polio,Peg Kehret,"Kehret, Peg",,"=""0807574597""","=""9780807574591""",5,4.43,Albert Whitman & Company,Hardcover,205,2006,1996,,2019/01/17,to-reread,to-reread (#9),read,,,,1,,,0,,,,,
1105380,"The Charm Bracelet (Fairy Realm, #1)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060095849""","=""9780060095840""",0,3.87,HarperCollins Publishers,Hardcover,128,2003,2001,,2019/06/28,to-reread,to-reread (#12),read,,,,1,,,0,,,,,
31364727,Holding,Graham Norton,"Norton, Graham",,"=""1444792008""","=""9781444792003""",0,3.82,Hodder & Stoughton,Hardcover,320,2016,2016,,2019/06/29,"to-read, mysteries","to-read (#139), mysteries (#4)",to-read,,,,0,,,0,,,,,
24300,Poppy,Avi,"Avi, Avi",,"=""""","=""""",0,3.97,Scholastic,Unknown Binding,163,2005,1995,,2019/06/29,,,read,,,,1,,,0,,,,,
235124,The Janitor's Boy,Andrew Clements,"Clements, Andrew",Brian Selznick,"=""068983585X""","=""9780689835858""",0,3.76,Atheneum Books for Young Readers,Paperback,140,2001,2000,,2019/06/29,,,read,,,,1,,,0,,,,,
439173,Frindle,Andrew Clements,"Clements, Andrew",Brian Selznick,"=""0689818769""","=""9780689818769""",0,3.82,Atheneum Books for Young Readers,Paperback,105,1998,1996,,2019/06/29,,,read,,,,1,,,0,,,,,
1165509,"Lost Treasure of the Emerald Eye (Geronimo Stilton, #1)",Geronimo Stilton,"Stilton, Geronimo","Matt Wolf, Larry Keys, Mark Nithael, Kat Stevens","=""0439559634""","=""9780439559638""",0,4.10,Scholastic Paperbacks,Paperback,128,2004,2000,,2019/06/29,,,read,,,,1,,,0,,,,,
31486,"Ruby the Red Fairy (Rainbow Magic, #1)",Daisy Meadows,"Meadows, Daisy",Georgie Ripper,"=""043973861X""","=""9780439738613""",0,3.88,Scholastic Inc.,Paperback,65,2005,2003,,2019/06/28,,,read,,,,1,,,0,,,,,
44369,"The Flower Fairies (Fairy Realm, #2)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060095865""","=""9780060095864""",0,3.91,HarperCollins Publishers,Hardcover,128,2003,2001,,2019/06/28,,,read,,,,1,,,0,,,,,
811335,"The Third Wish (Fairy Realm, #3)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""006009589X""","=""9780060095895""",0,3.98,HarperCollins,Hardcover,128,2003,2001,,2019/06/28,,,read,,,,1,,,0,,,,,
239249,"The Last Fairy-Apple Tree (Fairy Realm, #4)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""006009592X""","=""9780060095925""",0,4.00,HarperCollins,Hardcover,128,2003,2002,,2019/06/28,,,read,,,,1,,,0,,,,,
811347,"The Magic Key (Fairy Realm, #5)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060095954""","=""9780060095956""",0,3.96,HarperCollins,Hardcover,128,2004,2002,,2019/06/28,,,read,,,,1,,,0,,,,,
811342,"The Unicorn (Fairy Realm, #6)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060095989""","=""9780060095987""",0,3.99,HarperCollins,Hardcover,112,2004,2002,,2019/06/28,,,read,,,,1,,,0,,,,,
715232,"The Star Cloak (Fairy Realm, #7)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060777583""","=""9780060777586""",0,3.98,HarperCollins Publishers,Hardcover,112,2005,2005,,2019/06/28,,,read,,,,1,,,0,,,,,
811337,"The Water Sprites (Fairy Realm, #8)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060777613""","=""9780060777616""",0,3.95,HarperCollins,Hardcover,128,2005,2005,,2019/06/28,,,read,,,,1,,,0,,,,,
320220,"The Peskie Spell (Fairy Realm, #9)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060777648""","=""9780060777647""",0,3.94,HarperCollins,Hardcover,118,2006,2006,,2019/06/28,,,read,,,,1,,,0,,,,,
715231,"The Rainbow Wand (Fairy Realm, #10)",Emily Rodda,"Rodda, Emily",Raoul Vitale,"=""0060777680""","=""9780060777685""",0,3.97,HarperCollins,Hardcover,128,2006,2006,,2019/06/28,,,read,,,,1,,,0,,,,,
958277,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",Barbara Park,"Park, Barbara",Denise Brunkus,"=""0679826424""","=""9780679826422""",0,3.93,Random House Books for Young Readers,Paperback,69,1992,1992,,2019/06/28,,,read,,,,1,,,0,,,,,
632544,"Horrible Harry in Room 2B (Horrible Harry, #1)",Suzy Kline,"Kline, Suzy",Frank Remkiewicz,"=""0140385525""","=""9780140385526""",0,3.85,Puffin Books,Paperback,64,1997,1988,,2019/06/28,,,read,,,,1,,,0,,,,,
2136874,"Sleepover Sleuths (Nancy Drew and the Clue Crew, #1)",Carolyn Keene,"Keene, Carolyn",Macky Pamintuan,"=""1599613484""","=""9781599613482""",0,4.03,Spotlight (MN),Hardcover,81,2007,2006,,2019/06/28,,,read,,,,1,,,0,,,,,
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141301066""","=""9780141301068""",0,4.32,Puffin Books,Paperback,240,1998,1988,,2019/06/28,,,read,,,,1,,,0,,,,,
678537,Punished!,David Lubar,"Lubar, David",,"=""1581960425""","=""9781581960426""",0,3.60,Millbrook Press,Hardcover,96,2006,2006,,2019/06/28,,,read,,,,1,,,0,,,,,
2433746,"White House White-out (A to Z Mysteries: Super Edition, #3)",Ron Roy,"Roy, Ron",John Steven Gurney,"=""0375847219""","=""9780375847219""",0,4.28,Random House Books for Young Readers,Paperback,124,2008,2008,,2019/06/28,,,read,,,,1,,,0,,,,,
2216751,"The Absent Author (A to Z Mysteries, #1)",Ron Roy,"Roy, Ron",John Steven Gurney,"=""0590819186""","=""9780590819183""",0,3.99,Scholastic Inc.,Paperback,86,1997,1997,,2019/06/28,,,read,,,,1,,,0,,,,,
5982323,"Ghosts (Magic Tree House Research Guide, #20)",Mary Pope Osborne,"Osborne, Mary Pope","Salvatore Murdocca, Natalie Pope Boyce","=""0375846662""","=""9780375846663""",0,4.03,Random House Books for Young Readers,Paperback,128,2009,2009,,2019/06/28,,,read,,,,1,,,0,,,,,
