Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
29385546,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,"=""0399547967""","=""9780399547966""",0,4.14,G.P. Putnam’s Sons Books for Young Readers,Hardcover,353,2017,2017,,2017/08/20,"to-read, libby, asian-rep, series, sci-fi, might-suck-but-idc-lol","to-read (#11), libby (#17), asian-rep (#1), series (#86), sci-fi (#23), might-suck-but-idc-lol (#2)",to-read,,,,0,,,0,,,,,
28925266,The Perfect Girl,Gilly Macmillan,"Macmillan, Gilly",,"=""0062476769""","=""9780062476760""",0,3.68,William Morrow Paperbacks,Paperback,464,2016,2016,,2017/08/12,"to-read, judging-a-book-by-its-cover, libby, might-suck-but-idc-lol","to-read (#6), judging-a-book-by-its-cover (#2), libby (#21), might-suck-but-idc-lol (#1)",to-read,,,,0,,,0,,,,,
30653843,Radio Silence,Alice Oseman,"Oseman, Alice",,"=""0062335715""","=""9780062335715""",4,4.16,HarperTeen,Hardcover,496,2017,2016,2018/12/14,2018/09/02,read-in-2018,read-in-2018 (#30),read,,,,1,,,0,,,,,
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""0312641893""","=""9780312641894""",4,4.13,Feiwel & Friends,Hardcover,390,2012,2012,,2017/03/26,"to-reread, owned-tbr, libby, owned, read-in-2015, series","to-reread (#1), owned-tbr (#7), libby (#31), owned (#6), read-in-2015 (#63), series (#87)",read,,,,1,,,0,,,,,
25189315,Smoke Gets in Your Eyes & Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,"=""0393351904""","=""9780393351903""",0,4.16,W. W. Norton  Company,Paperback,254,2015,2014,,2020/01/07,"to-read, memoirs, libby","to-read (#183), memoirs (#9), libby (#61)",to-read,,,,0,,,0,,,,,
52727043,Glyceride,Junji Ito,"Ito, Junji",,"=""""","=""""",0,3.40,,ebook,33,,,2020/03/03,2020/03/03,read-in-2020,read-in-2020 (#5),read,bruh wtf,,,1,,,0,,,,,
42133479,"Wicked Fox (Gumiho, #1)",Kat Cho,"Cho, Kat",,"=""1984812343""","=""9781984812346""",3,3.75,G.P. Putnam's Sons Books for Young Readers,Hardcover,429,2019,2019,2020/03/26,2019/07/29,read-in-2020,read-in-2020 (#7),read,"things i liked:<br/>- the friendships and interactions btwn Miyoung, Jihoon, and their other friends<br/>- it was cool to see some of Korean culture and the atmosphere of the country<br/><br/>what i disliked/wished were done better:<br/>the biggest problem i had with this book was overall, it lacked depth. the fantasy element with gumiho and goblins were cool, but i feel like more fantastical elements/creatures could have been introduced to add more layers to the story. Cho only included what she needed for the sake of telling the story, but i feel like it could've been more complex and interesting if there was more. it would've done better for the worldbuilding too. it just feels weird to me that of all things, only gumiho and goblins were mentioned? it's kind of a weird combination. it would've made more sense if it were just gumiho or a bunch of mythical creatures existed.<br/>i liked that Miyoung's problems with her mother was a big contributor to her difficulties in making connections with other ppl, and seeing her work through that. but in the end her mother never being affectionate to her and being literally abusive was brushed off as ""everything she does is for you"" and that her mother really did love her all along. meanwhile, her mother being cold and withholding important information from her was kind of what caused all their problems to begin with.<br/><br/>so, tldr, this book was interesting and pretty enjoyable and jihoon is my fave, but the story is not as deep as i would've liked. ",,,1,,,0,,,,,
10357575,1Q84 (1Q84 #1-3),Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.92,Knopf,Hardcover,925,2011,2009,,2019/12/08,"to-read, libby","to-read (#168), libby (#60)",to-read,,,,0,,,0,,,,,
111332,"Into the Wild (Warriors, #1)",Erin Hunter,"Hunter, Erin",,"=""0061284203""","=""9780061284205""",0,4.30,HarperTrophy,Paperback,288,2004,2003,,2017/08/18,to-reread,to-reread (#21),read,,,,1,,,0,,,,,
29774026,The Priory of the Orange Tree,Samantha Shannon,"Shannon, Samantha",,"=""""","=""""",0,4.21,Bloomsbury Publishing,ebook,848,2019,2019,,2019/11/12,"to-read, fantasy, lgbtq-rep, tbr-2019-releases, libby","to-read (#162), fantasy (#7), lgbtq-rep (#15), tbr-2019-releases (#32), libby (#59)",to-read,,,,0,,,0,,,,,
43721817,I Hope You Get This Message,Farah Naz Rishi,"Rishi, Farah Naz",,"=""0062741454""","=""9780062741455""",0,3.55,HarperTeen,Hardcover,420,2019,2019,,2019/09/05,"to-read, tbr-2019-releases, lgbtq-rep, sci-fi, libby","to-read (#154), tbr-2019-releases (#7), lgbtq-rep (#16), sci-fi (#2), libby (#57)",to-read,,,,0,,,0,,,,,
43568394,"The Guinevere Deception (Camelot Rising, #1)",Kiersten White,"White, Kiersten",,"=""0525581685""","=""9780525581680""",0,3.79,Delacorte Press,Library Binding,352,2019,2019,,2019/11/12,"to-read, judging-a-book-by-its-cover, fantasy, series, tbr-2019-releases, libby","to-read (#163), judging-a-book-by-its-cover (#39), fantasy (#6), series (#42), tbr-2019-releases (#33), libby (#56)",to-read,,,,0,,,0,,,,,
42815556,"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,"Lim, Elizabeth",,"=""""","=""""",0,4.01,Alfred A. Knopf Books for Young Readers,Hardcover,392,2019,2019,,2019/07/31,"to-read, tbr-2019-releases, fantasy, series, libby","to-read (#150), tbr-2019-releases (#5), fantasy (#9), series (#49), libby (#55)",to-read,,,,0,,,0,,,,,
18775383,Excellent Sheep: The Miseducation of the American Elite and the Way to a Meaningful Life,William Deresiewicz,"Deresiewicz, William",,"=""1476702713""","=""9781476702711""",0,3.89,Free Press,Hardcover,245,2014,2014,,2019/11/23,"nonfiction, to-read, dnf-for-now","nonfiction (#7), to-read (#191), dnf-for-now (#4)",to-read,,,,0,,,0,,,,,
35384793,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250027438""","=""9781250027436""",0,3.97,Square Fish,Paperback,358,2017,2012,,2017/09/12,"to-read, series, libby, fantasy","to-read (#24), series (#2), libby (#13), fantasy (#62)",to-read,,,,0,,,0,,,,,
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,"=""0316228532""","=""9780316228534""",0,3.31,"Little, Brown and Company",Hardcover,503,2012,2012,,2017/03/30,read-in-2016,read-in-2016 (#1),read,,,,1,,,0,,,,,
42302727,Bonds of Brass (The Bloodright Trilogy #1),Emily Skrutskie,"Skrutskie, Emily",,"=""0593128893""","=""9780593128893""",0,3.88,Del Rey Books,Hardcover,304,2020,2020,,2020/03/09,"to-read, fantasy, lgbtq-rep, sci-fi, tbr-2020-releases","to-read (#188), fantasy (#72), lgbtq-rep (#24), sci-fi (#24), tbr-2020-releases (#4)",to-read,,,,0,,,0,,,,,
34213299,The Kingdom of Back,Marie Lu,"Lu, Marie",,"=""""","=""9781524739027""",0,3.72,G.P. Putnam's Sons Books for Young Readers,ebook,336,2020,2020,,2020/03/10,"to-read, fantasy, tbr-2020-releases","to-read (#190), fantasy (#73), tbr-2020-releases (#3)",to-read,,,,0,,,0,,,,,
6310782,Death Troopers (Star Wars),Joe Schreiber,"Schreiber, Joe",,"=""0345509625""","=""9780345509628""",0,3.66,LucasBooks,Hardcover,288,2009,2009,,2020/01/06,"to-read, fantasy, movie-books","to-read (#181), fantasy (#71), movie-books (#1)",to-read,,,,0,,,0,,,,,
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,4.12,Vintage,Paperback,746,1989,1949,,2020/03/09,"to-read, classics","to-read (#189), classics (#22)",to-read,,,,0,,,0,,,,,
1540,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,"Sophocles, Sophocles","Robert Fitzgerald, Dudley Fitts","=""015602764X""","=""9780156027649""",0,3.97,Mariner Books,Paperback,259,2002,-450,2020/03/03,2020/01/29,"for-school, read-in-2020","for-school (#44), read-in-2020 (#4)",read,,,,1,,,0,,,,,
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.82,Scholastic Press,Kindle Edition,439,2020,2020,,2020/01/02,"to-read, tbr-2020-releases","to-read (#180), tbr-2020-releases (#2)",to-read,,,,0,,,0,,,,,
3306220,The Exorcist,William Peter Blatty,"Blatty, William Peter",,"=""5580720017""","=""""",0,4.19,Bantam Books,Mass Market Paperback,403,1972,1971,,2020/02/14,"to-read, classics, horror-thriller","to-read (#187), classics (#21), horror-thriller (#20)",to-read,,,,0,,,0,,,,,
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",4,4.23,St. Martin's Griffin,Paperback,421,2019,2019,2020/02/09,2019/06/03,read-in-2020,read-in-2020 (#2),read,"*4.5/5<br/><br/>i'm too tired/lazy to write a proper review so here are a list of some of my thoughts:<br/><br/>- this book is HILARIOUS<br/>- interesting to see the POV from inside the white house<br/>- the ""thinking you're straight"" to questioning your sexuality to realizing you're bi... that got me. that shit hits different",,,1,,,0,,,,,
25574782,Pretty Girls,Karin Slaughter,"Slaughter, Karin",,"=""0062430874""","=""9780062430878""",4,4.01,William Morrow,Paperback,688,2015,2015,2020/01/28,2019/03/20,read-in-2020,read-in-2020 (#1),read,"CW: violence, gore, sexual assault, torture, mentions of self-harm and suicide<br/><br/>This book is FUCKED. UP. I kinda wish I hadn't read it.... It is terrifying because it talks of horrible things that have and do happen to real women who go missing and the effect it has on their families. This book's biggest strength is how it portrayed the effects of such a tragedy on the victim's family; how they try to cope or change because of it.<br/>When secrets are discovered and the truth starts to unravel, the book becomes pretty addictive, as you want to find out more. The only hindrance to the reader are the occasional passages graphic detail -- this definitely slowed me down because I was worried about what I was going to have to read next.<br/>This story is pretty complex and it takes you on twists and turns, but I applaud Slaughter's execution in how she reveals important details and leaves no loose ends.<br/><br/>As for things that made me dislike the book, Claire, the main protagonist, is quite annoying. She's selfish and inconsiderate of others, and constantly puts her loved ones in danger because she doesn't want to handle things herself. And even after she finds out she can't trust someone, she still finds herself believing what they say as if they're not CLEARLY full of shit.<br/>The vibe in the background is that ""rich white suburban housewife"" bullshit where the other women (besides the main protagonists, of course....) are bitchy and gossip-y and the main character(s) don't like them. Wow, we love women who hate other women for basic, two-dimensional reasons.<br/>Also... there were a couple random instances of racism just casually thrown in there. I would say that it's to show the Claire might be ""subconsciously"" racist, since it's supposed to be her perspective, but it was never an overt and important character trait of hers, so... idk. Here are the two instances I noted:<br/>- ""her only regret about their sex life was that she couldn't do it wearing a burqa"" (ok, this wasn't about claire, but another protag, but still.... what the fuck?)<br/>- ""was it racist to assume that rich white people were only robbed by black or Hispanic gang members?"" (YES. OBVIOUSLY YES.)<br/><br/>All in all, this book is well-written and well-done, but Claire's kinda stupid and we don't stan racism.<br/><br/>If you're interested in reading a book with a similar concept (thriller about a sister searching for her missing sister) but not as hardcore, I highly recommend Sadie by Courtney Summers! It is not graphic at all (but CW for mentions of pedophilia) and is YA, so it may be more comfortable for those who aren't ready for something this intense. (Also I like Sadie better anyway so....)",,,1,,,0,,,,,
7824322,Between Shades of Gray,Ruta Sepetys,"Sepetys, Ruta",,"=""0399254129""","=""9780399254123""",0,4.34,Philomel Books,Hardcover,344,2011,2011,,2019/03/28,"to-read, historical-fiction","to-read (#125), historical-fiction (#5)",to-read,,,,0,,,0,,,,,
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,3.96,Saga Press,Kindle Edition,209,2019,2019,,2019/07/29,dnf,dnf (#2),dnf,"DNF @ 15%<br/>A lot of people seemed to find this book beautiful and poetic, but I was pretty confused by all the fictional terms used (which were not explained, at least up until the point I'd gotten to) and also found the prose to be unnecessarily long-winded and tedious to sift through. A lot of people seem to really like it though, so I might eventually give it another try.",,,0,,,0,,,,,
37905907,The Lies We Told,Camilla Way,"Way, Camilla",,"=""""","=""""",0,4.03,Berkley ,Kindle Edition,336,2018,2018,,2020/01/25,"to-read, horror-thriller, judging-a-book-by-its-cover","to-read (#186), horror-thriller (#19), judging-a-book-by-its-cover (#42)",to-read,,,,0,,,0,,,,,
43263672,Salt Slow,Julia Armfield,"Armfield, Julia",,"=""1250224772""","=""9781250224774""",0,4.02,Flatiron Books,Hardcover,208,2019,2019,,2019/11/03,"to-read, horror-thriller, tbr-2019-releases, lgbtq-rep","to-read (#161), horror-thriller (#8), tbr-2019-releases (#20), lgbtq-rep (#23)",to-read,,,,0,,,0,,,,,
44283353,The Time Traveler’s Guide to Modern Romance,Madeline J. Reynolds,"Reynolds, Madeline J.",,"=""179807057X""","=""9781798070574""",0,3.20,Independently published,Paperback,200,2019,2019,,2019/08/14,"to-read, judging-a-book-by-its-cover, tbr-2019-releases, sci-fi, lgbtq-rep","to-read (#151), judging-a-book-by-its-cover (#37), tbr-2019-releases (#18), sci-fi (#3), lgbtq-rep (#17)",to-read,,,,0,,,0,,,,,
23129410,"Welcome to Night Vale (Welcome to Night Vale, #1)",Joseph Fink,"Fink, Joseph",Jeffrey Cranor,"=""0062351427""","=""9780062351425""",0,3.82,Harper Perennial,Hardcover,401,2015,2015,,2020/01/21,"to-read, libby, horror-thriller","to-read (#185), libby (#54), horror-thriller (#18)",to-read,,,,0,,,0,,,,,
16034235,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630346""","=""9781619630345""",3,4.18,Bloomsbury USA Childrens,Paperback,406,2013,2012,2017/03/26,2017/03/26,"read-in-2017, read-in-2015, owned","read-in-2017 (#27), read-in-2015 (#4), owned (#47)",read,,,,2,,,0,,,,,
40755416,How to Make Friends with the Dark,Kathleen Glasgow,"Glasgow, Kathleen",,"=""1101934751""","=""9781101934753""",0,4.14,Delacorte Press,Hardcover,421,2019,2019,,2020/01/18,"to-read, you-will-probs-cry, contemporary","to-read (#184), you-will-probs-cry (#1), contemporary (#21)",to-read,,,,0,,,0,,,,,
41150474,Tell Me How You Really Feel,Aminah Mae Safi,"Safi, Aminah Mae",,"=""1250299489""","=""9781250299482""",0,3.72,Feiwel & Friends,Hardcover,312,2019,2019,,2019/01/05,"to-read, tbr-2019-releases, lgbtq-rep, contemporary, libby","to-read (#91), tbr-2019-releases (#9), lgbtq-rep (#9), contemporary (#12), libby (#53)",to-read,,,,0,,,0,,,,,
36117102,The Luminous Dead,Caitlin  Starling,"Starling, Caitlin",,"=""""","=""""",0,3.72,Harper Voyager,Kindle Edition,432,2019,2019,,2019/06/09,"to-read, horror-thriller, tbr-2019-releases, lgbtq-rep","to-read (#136), horror-thriller (#2), tbr-2019-releases (#16), lgbtq-rep (#22)",to-read,,,,0,,,0,,,,,
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",2,3.91,Quirk,Hardcover,352,2011,2011,2018/01/03,2017/03/26,read-in-2018,read-in-2018 (#1),read,,,,1,,,0,,,,,
11594337,The One and Only Ivan,Katherine Applegate,"Applegate, Katherine",Patricia Castelao,"=""0061992259""","=""9780061992254""",5,4.25,HarperCollins,Hardcover,307,2012,2012,2018/08/16,2017/07/10,"read-in-2018, read-in-2013","read-in-2018 (#44), read-in-2013 (#19)",read,,,,2,,,0,,,,,
29906017,"Reign of the Fallen (Reign of the Fallen, #1)",Sarah Glenn Marsh,"Marsh, Sarah Glenn",,"=""0448494396""","=""9780448494395""",2,3.42,Razorbill,Hardcover,384,2018,2018,2019/06/24,2018/10/15,read-in-2019,read-in-2019 (#7),read,"original review done 7/11/19<br/><br/>2 things stood out to me in this book:<br/><br/>1) The characters feel pretty two-dimensional. I feel like I didn’t really get to know the characters, and as a result, felt no emotional attachment to them.<br/>2) So you know how on the backs of hardcover books they show reviews from fellow authors? Well, I’d briefly skimmed them and noticed one of them said something along the lines of “a diverse story... with shocking betrayal” — and I was like “WOAH THAT’S KIND OF A SPOILER” so I spent the whole book preparing myself for a betrayal and paying attention for anyone that was suspicious. And it turns out, the ONLY PERSON that was remotely suspicious for the majority of the book was the bad guy!! I was waiting for some kind of twist that would make the betrayal shocking, but nope! And the lack of emotional connection I had to the characters made it even less shocking and meaningful to me.<br/><br/><br/>edit 1/9/20: lol random add-on that i thought of that HAD to be included here... i thought the mc was gonna get with the cute princess but instead she got with her dead boyfriend's sister?!?! yikes. and their relationship just felt kinda weird ngl. also-- you can NOT tell me that princess wasn't gay. all signs point to lesbian.",true,,1,,,0,,,,,
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0375822747""","=""9780375822742""",0,3.87,Random House Children's Books,Paperback,288,2003,2003,,2020/01/07,"for-school, read-in-2014","for-school (#43), read-in-2014 (#65)",read,,,,1,,,0,,,,,
42771754,"Supernova (Renegades, #3)",Marissa Meyer,"Meyer, Marissa",,"=""1250078385""","=""9781250078384""",3,4.42,Feiwel & Friends,Hardcover,552,2019,2019,2019/12/15,2019/06/28,read-in-2019,read-in-2019 (#25),read,"*3.5/5<br/>I have my issues with this book. Most of the twists felt pretty obvious, and at times it felt ridiculous to me that the characters hadn't caught on sooner. (There was one I guessed that I don't think was <i>as</i> obvious but pretty epic so I'm glad I got that one right.) I understand there is a certain level of pacing required for the story, but I felt that could have been combated with more subtle foreshadowing.<br/>This book, like I hoped, did explore the complexity of hero vs. villain more closely, but the resolution of the two sides -- particularly how Nova grappled with those two sides of herself -- felt kinda meh to me. <br/>But, like with the other two books, it was a fun time. Though, I have to say: the ending was really cool. And there was one twist I did NOT see coming that had me screaming. That one was wack.<br/>This series would make a great TV show.<br/><br/><br/>edit 1/7/20: after reading the entire series and some thought, i've decided to alter my rating to more accurately reflect my opinion of the quality of the book rather than my enjoyment. ",,,1,,,0,,,,,
37508619,"Archenemies (Renegades, #2)",Marissa Meyer,"Meyer, Marissa",,"=""125007830X""","=""9781250078308""",3,4.30,Feiwel & Friends,Hardcover,474,2018,2018,2019/07/10,2019/05/21,read-in-2019,read-in-2019 (#10),read,"*3.5/5<br/><br/>I definitely enjoyed this book enough to get through it very quickly, just like I did with Renegades. There were some things I noticed, however.<br/>- Besides Nova and Adrian, the characters aren't really developed<br/>- The plot is progressing pretty slow -- way slower than I expected (the same can be said about Renegades). Truthfully, I enjoy the book enough while I'm reading to not notice it, but afterwards I realize the entire near 500-page book can be summarized in a couple sentences. What's all that extra fluff? I'm not sure, tbh.<br/>This didn't really affect my enjoyment of the book, which is why I still gave it the rating I did, but it's something others have pointed out that I noticed too.<br/>There were some interesting discussions about superheroes that I liked, which kind of take into consideration the effects superheroes would have if they existed in real life -- normal people become too dependent on heroes doing all the work saving people, so they stop trying to do that themselves. I hope these ideas get developed further in the next book, with how the world stands with regards to it in the end.<br/><br/><br/>edit 1/7/20: after reading the entire series and some thought, i've decided to alter my rating to more accurately reflect my opinion of the quality of the book rather than my enjoyment. ",,,1,,,0,,,,,
35380157,Opposite of Always,Justin A. Reynolds,"Reynolds, Justin A.",,"=""""","=""""",0,3.70,Katherine Tegen Books,Kindle Edition,451,2019,2019,,2019/12/03,"to-read, contemporary, black-rep, tbr-2019-releases","to-read (#166), contemporary (#1), black-rep (#7), tbr-2019-releases (#30)",to-read,,,,0,,,0,,,,,
35297426,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,"=""1501154648""","=""9781501154645""",0,4.04,Atria Books,Hardcover,359,2018,2017,,2019/12/18,"to-read, owned, owned-tbr, horror-thriller, tbr-2018-releases","to-read (#171), owned (#64), owned-tbr (#15), horror-thriller (#10), tbr-2018-releases (#28)",to-read,,,,0,,,0,,,,,
32320661,"Everless (Everless, #1)",Sara  Holland,"Holland, Sara",,"=""0062653652""","=""9780062653659""",0,3.82,HarperTeen ,Hardcover,362,2018,2018,,2019/12/19,"to-read, judging-a-book-by-its-cover, fantasy, series, tbr-2018-releases","to-read (#172), judging-a-book-by-its-cover (#40), fantasy (#4), series (#39), tbr-2018-releases (#27)",to-read,,,,0,,,0,,,,,
41150338,Deposing Nathan,Zack Smedley,"Smedley, Zack",,"=""1624147356""","=""9781624147357""",0,4.26,Page Street Kids,Hardcover,393,2019,2019,,2020/01/07,"to-read, contemporary, tbr-2019-releases","to-read (#182), contemporary (#20), tbr-2019-releases (#29)",to-read,,,,0,,,0,,,,,
148875,"The Rising Force (Star Wars: Jedi Apprentice, #1)",Dave Wolverton,"Wolverton, Dave",,"=""0590519220""","=""9780590519229""",0,3.85,Scholastic Inc.,Paperback,171,1999,1999,,2020/01/06,,,read,,,,1,,,0,,,,,
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",0,4.09,Broadway Books,Paperback,415,2014,2012,,2017/04/23,"to-read, libby, horror-thriller, classics, mysteries","to-read (#4), libby (#14), horror-thriller (#3), classics (#13), mysteries (#14)",to-read,,,,0,,,0,,,,,
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,"=""0735223718""","=""9780735223714""",0,4.72,Viking,ebook,368,2019,2019,,2019/09/05,"to-read, tbr-2019-releases, memoirs","to-read (#153), tbr-2019-releases (#6), memoirs (#4)",to-read,,,,0,,,0,,,,,
29635241,"Mostly Void, Partially Stars (Welcome to Night Vale Episodes, #1)",Joseph Fink,"Fink, Joseph",Jeffrey Cranor,"=""0062468618""","=""9780062468611""",0,4.47,Harper Perennial,Paperback,281,2016,2016,,2017/10/04,"to-read, horror-thriller, series, fantasy, libby","to-read (#34), horror-thriller (#1), series (#81), fantasy (#51), libby (#52)",to-read,,,,0,,,0,,,,,
28449047,"Lair of Dreams (The Diviners, #2)",Libba Bray,"Bray, Libba",,"=""0316126039""","=""9780316126038""",0,4.07,"Little, Brown Books for Young Readers",Paperback,561,2017,2015,,2019/01/10,"to-read, series, libby, fantasy","to-read (#96), series (#23), libby (#7), fantasy (#29)",to-read,,,,0,,,0,,,,,
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.92,Alfred A. Knopf,Paperback,503,2005,2002,,2017/03/26,"to-read, series, owned-tbr, fantasy, owned, classics","to-read (#2), series (#10), owned-tbr (#4), fantasy (#2), owned (#40), classics (#11)",to-read,,,,0,,,0,,,,,
23677341,We Are the Ants,Shaun David Hutchinson,"Hutchinson, Shaun David",,"=""148144963X""","=""9781481449632""",0,4.16,Simon Pulse,Hardcover,455,2016,2016,,2017/06/14,"to-read, owned, owned-tbr, lgbtq-rep, contemporary","to-read (#5), owned (#59), owned-tbr (#11), lgbtq-rep (#4), contemporary (#19)",to-read,,,,0,,,0,,,,,
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""0765376458""","=""9780765376459""",0,4.06,Tor Books,Hardcover,400,2015,2015,,2017/08/19,"to-read, series, libby, fantasy","to-read (#10), series (#12), libby (#26), fantasy (#70)",to-read,,,,0,,,0,,,,,
769483,"Magyk (Septimus Heap, #1)",Angie Sage,"Sage, Angie",Mark Zug,"=""0060577312""","=""9780060577315""",0,3.83,"Katherine Tegen, Harper Collins",Hardcover,564,2005,2005,,2017/08/16,"to-read, fantasy, series","to-read (#8), fantasy (#68), series (#85)",to-read,,,,0,,,0,,,,,
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",0,3.85,Disney-Hyperion,Paperback,396,2003,2001,,2017/08/16,"to-read, classics, fantasy, series","to-read (#7), classics (#16), fantasy (#67), series (#84)",to-read,,,,0,,,0,,,,,
28194,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""0439709105""","=""9780439709101""",0,3.89,Scholastic Paperbacks,Paperback,563,2005,2003,,2017/08/14,"to-read, series, classics, fantasy","to-read (#15), series (#16), classics (#15), fantasy (#66)",to-read,,,,0,,,0,,,,,
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.05,Henry Holt and Company,Hardcover,422,2014,2014,,2017/09/13,"to-read, series, libby, fantasy","to-read (#27), series (#5), libby (#11), fantasy (#65)",to-read,,,,0,,,0,,,,,
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",0,4.47,Henry Holt & Company,Hardcover,465,2015,2015,,2017/09/12,"to-read, series, owned-tbr, libby, owned, fantasy","to-read (#25), series (#1), owned-tbr (#1), libby (#41), owned (#39), fantasy (#63)",to-read,,,,0,,,0,,,,,
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.88,Henry Holt and Company,Hardcover,435,2013,2013,,2017/09/13,"to-read, series, libby, fantasy","to-read (#26), series (#4), libby (#12), fantasy (#64)",to-read,,,,0,,,0,,,,,
6178354,ArchEnemy,Frank Beddor,"Beddor, Frank",,"=""0803731566""","=""9780803731561""",0,3.89,Dial Books,Hardcover,370,2009,2009,,2017/09/10,"to-read, series, fantasy","to-read (#22), series (#15), fantasy (#61)",to-read,,,,0,,,0,,,,,
45978,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,"Paolini, Christopher",,"=""0375840400""","=""9780375840401""",0,3.99,Knopf Books for Young Readers,Paperback,704,2007,2005,,2017/09/10,"to-read, series, fantasy","to-read (#17), series (#29), fantasy (#56)",to-read,,,,0,,,0,,,,,
44170,"The Looking Glass Wars (The Looking Glass Wars, #1)",Frank Beddor,"Beddor, Frank",,"=""0803731531""","=""9780803731530""",0,3.93,Dial Books,Hardcover,364,2006,2004,,2017/09/10,"to-read, series, fantasy","to-read (#20), series (#13), fantasy (#59)",to-read,,,,0,,,0,,,,,
2248573,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,"Paolini, Christopher",,"=""0375826726""","=""9780375826726""",0,4.05,Alfred A. Knopf,Hardcover,748,2008,2008,,2017/09/10,"to-read, series, fantasy","to-read (#18), series (#30), fantasy (#57)",to-read,,,,0,,,0,,,,,
289695,Seeing Redd,Frank Beddor,"Beddor, Frank",,"=""0803731558""","=""9780803731554""",0,3.85,Dial Books,Hardcover,371,2007,2007,,2017/09/10,"to-read, series, fantasy","to-read (#21), series (#14), fantasy (#60)",to-read,,,,0,,,0,,,,,
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,"Paolini, Christopher",,"=""0375856110""","=""9780375856112""",0,4.09,Alfred A. Knopf,Hardcover,849,2011,2011,,2017/09/10,"to-read, series, fantasy","to-read (#19), series (#31), fantasy (#58)",to-read,,,,0,,,0,,,,,
7823592,"Reckless (Mirrorworld, #1)",Cornelia Funke,"Funke, Cornelia",Oliver Latsch,"=""031605609X""","=""9780316056090""",0,3.74,Little Brown Hachette,Hardcover,394,2010,2010,,2017/09/10,"to-read, series, fantasy","to-read (#16), series (#17), fantasy (#55)",to-read,,,,0,,,0,,,,,
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,"=""0765387468""","=""9780765387462""",0,4.32,Tor Books,Hardcover,624,2017,2017,,2017/09/01,"to-read, series, fantasy","to-read (#14), series (#22), fantasy (#54)",to-read,,,,0,,,0,,,,,
